Dans quel cas un responsable du traitement non établi dans l'UE doit-il désigner un représentant dans l'Union ?,Lorsque ses activités de traitement sont liées à l'offre de biens/services à des personnes dans l'UE ou au suivi de leur comportement au sein de l'UE (Article 27).
Quelle est l'obligation principale d'un responsable du traitement lorsqu'il fait appel à un sous-traitant ?,Faire uniquement appel à des sous-traitants qui présentent des garanties suffisantes quant à la mise en œuvre de mesures techniques et organisationnelles appropriées (Article 28).
L'obligation de tenir un registre des activités de traitement s'applique-t-elle à toutes les entreprises ?,"Non, une dérogation existe pour les entreprises de moins de 250 employés, sauf si le traitement présente un risque, n'est pas occasionnel ou porte sur des données sensibles (Article 30)."
Que doit faire le responsable du traitement en cas de violation de données à caractère personnel ?,"Il doit notifier la violation à l'autorité de contrôle compétente dans les 72 heures après en avoir pris connaissance, sauf si la violation n'est pas susceptible d'engendrer un risque (Article 33)."
Dans quel cas le responsable du traitement doit-il communiquer une violation de données directement à la personne concernée ?,Lorsque la violation est susceptible d'engendrer un risque élevé pour les droits et libertés de la personne physique (Article 34).
Quand une 'analyse d'impact relative à la protection des données' (AIPD/DPIA) est-elle requise selon l'article 35 ?,"Lorsqu'un type de traitement est susceptible d'engendrer un risque élevé pour les droits et libertés des personnes physiques, notamment par le recours à de nouvelles technologies."
Citez un exemple de traitement qui requiert une analyse d'impact (AIPD) selon l'article 35.,"Le traitement à grande échelle de données sensibles, la surveillance systématique à grande échelle d'une zone publique, ou l'évaluation systématique et approfondie d'aspects personnels (profilage)."
Dans quels cas la désignation d'un délégué à la protection des données (DPD/DPO) est-elle obligatoire selon l'article 37 ?,"Pour les autorités publiques, pour les organismes dont les activités de base exigent un suivi régulier et systématique à grande échelle, ou pour ceux traitant à grande échelle des données sensibles."
Quelle est l'une des missions principales du délégué à la protection des données (DPD) ?,"Informer et conseiller le responsable du traitement et les employés, contrôler le respect du RGPD, et coopérer avec l'autorité de contrôle."
Le délégué à la protection des données peut-il recevoir des instructions concernant l'exercice de ses missions ?,"Non, le responsable du traitement et le sous-traitant doivent veiller à ce que le DPD ne reçoive aucune instruction (Article 38)."
Quel est le principe général pour le transfert de données à caractère personnel vers un pays tiers (hors UE) ?,Le transfert ne peut avoir lieu que si le niveau de protection des personnes physiques garanti par le RGPD n'est pas compromis (Article 44).
Qu'est-ce qu'une 'décision d'adéquation' de la Commission européenne dans le contexte des transferts de données ?,"Une décision constatant qu'un pays tiers, un territoire ou un secteur assure un niveau de protection adéquat, autorisant ainsi les transferts de données sans autorisation spécifique (Article 45)."
"En l'absence de décision d'adéquation, comment un transfert de données peut-il être légalement effectué ?","Moyennant des garanties appropriées, telles que des clauses contractuelles types, des règles d'entreprise contraignantes (BCR), ou un code de conduite approuvé (Article 46)."
Terme RGPD : Règles d'entreprise contraignantes (BCR),Définition : Règles internes relatives à la protection des données appliquées par un groupe d'entreprises pour encadrer les transferts de données au sein du groupe vers des pays tiers (Article 47).
Chaque État membre doit instituer une ou plusieurs autorités publiques indépendantes chargées de surveiller l'application du RGPD. Comment sont-elles appelées ?,Autorité de contrôle (Article 51).
Quel est le rôle de l' 'autorité de contrôle chef de file' dans le mécanisme du guichet unique ?,Elle est l'interlocuteur unique compétent pour un traitement transfrontalier effectué par un responsable du traitement ou un sous-traitant (Article 56).
Citez un des pouvoirs correcteurs d'une autorité de contrôle (Article 58).,"Ordonner la rectification ou l'effacement de données, imposer une limitation temporaire ou définitive du traitement, ou imposer une amende administrative."
Quel est le droit fondamental d'une personne concernée si elle estime que ses droits RGPD sont violés ?,Le droit d'introduire une réclamation auprès d'une autorité de contrôle (Article 77).
Quel est le droit de toute personne ayant subi un dommage matériel ou moral du fait d'une violation du RGPD ?,Le droit d'obtenir du responsable du traitement ou du sous-traitant la réparation du préjudice subi (Article 82).
Quel est le montant maximal des amendes administratives pour les violations les plus graves du RGPD (Article 83) ?,"Jusqu'à 20 000 000 EUR ou, dans le cas d'une entreprise, jusqu'à 4 % du chiffre d'affaires annuel mondial total de l'exercice précédent, le montant le plus élevé étant retenu."
Pour quel type de violation une amende pouvant aller jusqu'à 4% du chiffre d'affaires mondial peut-elle être imposée ?,"Pour la violation des principes de base du traitement (Art. 5, 6, 7, 9), des droits des personnes concernées (Art. 12-22), ou des règles sur les transferts internationaux (Chap. V)."
Le RGPD ne s'applique pas au traitement de données effectué par une personne physique dans quel cadre ?,Dans le cadre d'une activité strictement personnelle ou domestique (Article 2).
Qu'est-ce que le 'profilage' selon la définition de l'article 4 du RGPD ?,"Toute forme de traitement automatisé visant à évaluer certains aspects personnels d'une personne physique, notamment pour analyser ou prédire son rendement au travail, sa situation économique ou ses préférences."
Le RGPD s'applique-t-il à un sous-traitant non établi dans l'UE si celui-ci traite des données de personnes se trouvant dans l'UE ?,"Oui, si les activités de traitement sont liées à l'offre de biens/services ou au suivi du comportement de ces personnes dans l'Union (Article 3)."
Le principe de _____ stipule que le responsable du traitement est responsable du respect des principes de protection des données et doit être en mesure de le démontrer.,responsabilité (accountability)
"Si le consentement d'une personne est donné dans une déclaration écrite qui concerne aussi d'autres questions, comment la demande de consentement doit-elle être présentée ?","Elle doit être présentée sous une forme qui la distingue clairement des autres questions, de manière compréhensible et aisément accessible (Article 7)."
Le responsable du traitement peut-il refuser de donner suite à une demande d'exercice de droits s'il n'est pas en mesure d'identifier la personne concernée ?,"Non, sauf s'il peut démontrer qu'il n'est pas en mesure d'identifier la personne ; il ne peut pas refuser systématiquement (Article 12)."
Dans quel délai le responsable du traitement doit-il répondre à une demande d'une personne concernée exerçant ses droits ?,Dans les meilleurs délais et au plus tard dans un délai d'un mois (Considérant 59).
Un sous-traitant peut-il recruter un autre sous-traitant (sous-traitant ultérieur) ?,"Oui, mais uniquement avec l'autorisation écrite préalable, spécifique ou générale, du responsable du traitement initial (Article 28)."
Que doit contenir le registre des activités de traitement tenu par le responsable du traitement ?,"Au minimum : le nom du responsable, les finalités du traitement, les catégories de personnes et de données concernées, les catégories de destinataires, les transferts, les délais d'effacement et les mesures de sécurité (Article 30)."
Qu'est-ce que le 'Comité européen de la protection des données' (CEPD / EDPB) ?,"Un organe de l'Union européenne doté de la personnalité juridique, composé des chefs des autorités de contrôle nationales et du Contrôleur européen de la protection des données (Article 68)."
Quelle est l'une des missions du Comité européen de la protection des données (CEPD) ?,"Assurer l'application cohérente du RGPD, conseiller la Commission, et émettre des lignes directrices et des recommandations."
Quel mécanisme est utilisé pour assurer une coopération et une décision cohérente entre les autorités de contrôle sur des cas transfrontaliers ?,Le mécanisme de contrôle de la cohérence (Article 63).
Une association à but non lucratif active dans la protection des données peut-elle introduire une réclamation au nom d'une personne concernée ?,"Oui, la personne concernée a le droit de mandater un tel organisme pour le faire (Article 80)."
"Si plusieurs responsables du traitement participent au même traitement dommageable, comment la responsabilité est-elle répartie ?",Chacun est tenu pour responsable du dommage dans sa totalité afin de garantir une réparation effective à la personne concernée (Article 82).
Le traitement de données personnelles à des fins de recherche scientifique bénéficie-t-il de dérogations ?,"Oui, le droit de l'Union ou d'un État membre peut prévoir des dérogations à certains droits (accès, rectification, opposition) si cela est nécessaire pour atteindre les finalités de la recherche (Article 89)."
Quelle est la condition pour que les données personnelles soient conservées plus longtemps que nécessaire pour les finalités initiales ?,"Uniquement si elles sont traitées exclusivement à des fins archivistiques dans l'intérêt public, à des fins de recherche scientifique ou historique ou à des fins statistiques (Article 5)."
Le RGPD empêche-t-il la libre circulation des données à caractère personnel au sein de l'Union ?,"Non, il stipule que la libre circulation ne doit être ni limitée ni interdite pour des motifs liés à la protection des données (Article 1)."
Le traitement des photographies est-il systématiquement considéré comme un traitement de catégories particulières de données ?,"Non, uniquement si elles sont traitées avec un mode technique spécifique permettant l'identification unique, les qualifiant ainsi de données biométriques (Considérant 51)."
Qui est responsable de démontrer que la personne concernée a donné son consentement au traitement ?,Le responsable du traitement (Article 7).
Le responsable du traitement doit notifier chaque destinataire de toute _____ ou de tout effacement de données personnelles.,rectification
Qu'est-ce que le principe d'intégrité et de confidentialité des données personnelles ?,"C'est le principe selon lequel les données doivent être traitées de façon à garantir une sécurité appropriée, y compris la protection contre le traitement non autorisé ou illicite et contre la perte (Article 5)."
"Dans le cadre de l'exercice du droit d'accès, la personne concernée a le droit d'être informée des _____ appropriées lorsqu'un transfert de données vers un pays tiers a lieu.",garanties
"Si un sous-traitant détermine les finalités et les moyens du traitement en violation du RGPD, comment est-il considéré ?",Il est considéré comme un responsable du traitement pour ce traitement spécifique (Article 28).
Quelle est la procédure à suivre si une analyse d'impact (AIPD) indique que le traitement présenterait un risque élevé que le responsable ne peut atténuer ?,Le responsable du traitement doit consulter l'autorité de contrôle préalablement au traitement (Article 36).
"Les États membres peuvent-ils introduire des conditions supplémentaires concernant le traitement de données génétiques, biométriques ou de santé ?","Oui, l'article 9, paragraphe 4, les autorise à maintenir ou introduire des conditions supplémentaires, y compris des limitations."
Le traitement de données personnelles relatives à des condamnations pénales ne peut être effectué que sous le contrôle de _____.,l'autorité publique
Un responsable du traitement qui traite une grande quantité de données relatives à une personne peut-il demander à cette personne de préciser sur quoi porte sa demande d'accès ?,"Oui, il peut demander à la personne de préciser sur quelles données ou opérations de traitement sa demande porte avant de fournir les informations (Considérant 63)."
L'exercice du droit à la portabilité des données crée-t-il une obligation pour les responsables de traitement de maintenir des systèmes techniquement compatibles ?,"Non, ce droit ne crée pas une telle obligation (Considérant 68)."
Que doit prouver un responsable du traitement pour justifier un traitement fondé sur ses 'intérêts légitimes impérieux' lorsqu'une personne s'y oppose ?,Il doit prouver que ses intérêts légitimes impérieux prévalent sur les intérêts ou les libertés et droits fondamentaux de la personne concernée (Considérant 69).
"Lors de l'évaluation du risque pour la sécurité des données, quels types de menaces doivent être pris en compte ?","La destruction, la perte, l'altération, la divulgation non autorisée ou l'accès non autorisé, de manière accidentelle ou illicite (Considérant 83)."
Les décisions adoptées par la Commission sur la base de la directive 95/46/CE concernant l'adéquation du niveau de protection d'un pays tiers restent-elles valides ?,"Oui, elles demeurent en vigueur jusqu'à leur modification, leur remplacement ou leur abrogation par une nouvelle décision de la Commission (Article 45)."
Une autorité de contrôle est-elle compétente pour contrôler les opérations de traitement effectuées par les juridictions dans l'exercice de leur fonction ?,"Non, les autorités de contrôle ne sont pas compétentes dans ce cas (Article 55)."
"Quel principe du droit, interprété par la Cour de justice, l'application de sanctions pénales et administratives pour la même violation ne doit-elle pas enfreindre ?",Le principe ne bis in idem (Considérant 149).
Les États membres peuvent-ils adopter des règles spécifiques pour concilier le droit à la protection des données avec la liberté d'expression à des fins journalistiques ?,"Oui, ils doivent prévoir des dérogations ou des exemptions nécessaires pour assurer un équilibre entre ces droits (Considérant 153)."
